-659.28353,-269.28353,-653.28353,-323.28353,-510.28353,-513.28353,-582.28353,-282.28353,-506.28353,-541.28353,-275.28353,-532.28353,-651.28353,-266.28353,-271.28353,-203.28353,-359.28353,-570.28353,-397.28353,-496.28353,-554.28353,-581.28353,-501.28353,-578.28353,-419.28353,-653.28353,-264.28353,-284.28353,-267.28353,-662.28353,-628.28353,-365.28353,-415.28353,-603.28353,-462.28353,-625.28353,-606.28353,-446.28353,-670.28353,-341.28353,-200.28353,-603.28353,-664.28353,-351.28353,-464.28353,-385.28353,-538.28353,-430.28353,-305.28353,-204.28353
-259.24231,-686.24231,-648.24231,-336.24231,-299.24231,-255.24231,-373.24231,-678.24231,-294.24231,-728.24231,-426.24231,-711.24231,-627.24231,-522.24231,-294.24231,-543.24231,-687.24231,-526.24231,-341.24231,-653.24231,-540.24231,-517.24231,-626.24231,-650.24231,-415.24231,-368.24231,-313.24231,-643.24231,-316.24231,-337.24231,-376.24231,-477.24231,-390.24231,-342.24231,-337.24231,-540.24231,-394.24231,-517.24231,-591.24231,-512.24231,-624.24231,-882.24231,-983.24231,-1058.24231,-962.24231,-834.24231,-984.24231,-783.24231,-967.24231,-865.24231
-469.21699,-511.21699,-457.21699,-573.21699,-251.21699,-566.21699,-324.21699,-280.21699,-124.21699,-400.21699,-249.21699,-95.21699,-259.21699,-412.21699,-373.21699,-527.21699,-121.21699,-460.21699,-509.21699,-443.21699,-258.21699,-427.21699,-330.21699,-402.21699,-565.21699,-232.21699,-381.21699,-460.21699,-282.21699,-285.21699,-494.21699,-369.21699,-183.21699,-215.21699,-389.21699,-323.21699,-270.21699,-130.21699,-552.21699,-562.21699,-279.21699,-528.21699,-610.21699,-648.21699,-389.21699,-538.21699,-291.21699,-758.21699,-527.21699,-653.21699
-506.18167,-360.18167,-380.18167,-770.18167,-661.18167,-806.18167,-572.18167,-496.18167,-691.18167,-727.18167,-714.18167,-457.18167,-634.18167,-770.18167,-708.18167,-555.18167,-609.18167,-762.18167,-664.18167,-564.18167,-671.18167,-346.18167,-608.18167,-476.18167,-531.18167,-444.18167,-524.18167,-504.18167,-580.18167,-478.18167,-383.18167,-552.18167,-627.18167,-793.18167,-559.18167,-600.18167,-424.18167,-426.18167,-647.18167,-620.18167,-689.18167,-689.18167,-1177.18167,-1164.18167,-1155.18167,-914.18167,-992.18167,-975.18167,-752.18167,-1127.18167
-245.27631,-608.27631,-269.27631,-495.27631,-305.27631,-453.27631,-652.27631,-342.27631,-522.27631,-620.27631,-163.27631,-619.27631,-242.27631,-611.27631,-633.27631,-455.27631,-534.27631,-208.27631,-596.27631,-480.27631,-474.27631,-605.27631,-620.27631,-570.27631,-588.27631,-216.27631,-520.27631,-471.27631,-394.27631,-533.27631,-659.27631,-419.27631,-255.27631,-496.27631,-291.27631,-551.27631,-225.27631,-458.27631,-645.27631,-546.27631,-251.27631,-298.27631,-402.27631,-497.27631,-296.27631,-336.27631,-257.27631,-382.27631,-558.27631,-595.27631
-322.27427,-324.27427,-469.27427,-652.27427,-351.27427,-334.27427,-391.27427,-614.27427,-700.27427,-646.27427,-686.27427,-341.27427,-467.27427,-585.27427,-747.27427,-666.27427,-335.27427,-566.27427,-511.27427,-699.27427,-635.27427,-331.27427,-490.27427,-642.27427,-431.27427,-387.27427,-510.27427,-268.27427,-365.27427,-340.27427,-407.27427,-460.27427,-553.27427,-286.27427,-577.27427,-449.27427,-700.27427,-609.27427,-404.27427,-381.27427,-566.27427,-1038.27427,-842.27427,-796.27427,-914.27427,-587.27427,-683.27427,-987.27427,-836.27427,-764.27427
-286.92888,-386.92888,-362.92888,-390.92888,-458.92888,-540.92888,-255.92888,-570.92888,-544.92888,-661.92888,-392.92888,-547.92888,-359.92888,-484.92888,-428.92888,-540.92888,-411.92888,-569.92888,-478.92888,-582.92888,-423.92888,-420.92888,-333.92888,-499.92888,-277.92888,-603.92888,-669.92888,-377.92888,-500.92888,-646.92888,-372.92888,-591.92888,-226.92888,-291.92888,-631.92888,-478.92888,-330.92888,-459.92888,-429.92888,-478.92888,-536.92888,-922.92888,-836.92888,-1017.92888,-843.92888,-701.92888,-770.92888,-694.92888,-741.92888,-585.92888
-293.52347,-494.52347,-554.52347,-164.52347,-285.52347,-205.52347,-324.52347,-593.52347,-494.52347,-280.52347,-148.52347,-426.52347,-297.52347,-177.52347,-280.52347,-298.52347,-135.52347,-312.52347,-209.52347,-145.52347,-371.52347,-560.52347,-188.52347,-251.52347,-432.52347,-422.52347,-174.52347,-195.52347,-474.52347,-298.52347,-279.52347,-445.52347,-144.52347,-431.52347,-114.52347,-575.52347,-443.52347,-550.52347,-266.52347,-562.52347,-207.52347,-303.52347,-526.52347,-505.52347,-237.52347,-667.52347,-303.52347,-286.52347,-480.52347,-401.52347
-245.3347,-453.3347,-481.3347,-453.3347,-693.3347,-356.3347,-267.3347,-586.3347,-535.3347,-198.3347,-424.3347,-677.3347,-392.3347,-659.3347,-527.3347,-576.3347,-513.3347,-483.3347,-325.3347,-345.3347,-397.3347,-314.3347,-449.3347,-206.3347,-284.3347,-587.3347,-481.3347,-610.3347,-401.3347,-498.3347,-639.3347,-258.3347,-473.3347,-609.3347,-270.3347,-372.3347,-405.3347,-289.3347,-656.3347,-264.3347,-246.3347,-500.3347,-371.3347,-379.3347,-261.3347,-282.3347,-425.3347,-424.3347,-535.3347,-609.3347
-487.08925,-378.08925,-444.08925,-61.08925,-139.08925,-362.08925,-180.08925,-530.08925,-60.08925,-535.08925,-238.08925,-134.08925,-358.08925,-426.08925,-483.08925,-411.08925,-106.08925,-347.08925,-415.08925,-489.08925,-478.08925,-348.08925,-240.08925,-318.08925,-156.08925,-188.08925,-313.08925,-384.08925,-60.08925,-197.08925,-519.08925,-172.08925,-528.08925,-370.08925,-184.08925,-454.08925,-286.08925,-423.08925,-469.08925,-315.08925,-344.08925,-528.08925,-440.08925,-484.08925,-798.08925,-573.08925,-395.08925,-694.08925,-505.08925,-559.08925
