-192.95303,-119.95303,-386.95303,-230.95303,-303.95303,-203.95303,-392.95303,-19.95303,-195.95303,-204.95303,-227.95303,-74.95303,-63.95303,-41.95303,-131.95303,-123.95303,-143.95303,-135.95303,-245.95303,-290.95303,-262.95303,-71.95303,-342.95303,-257.95303,-184.95303,-51.95303,-125.95303,-398.95303,-251.95303,-64.95303,-314.95303,-151.95303,-43.95303,-115.95303,-55.95303,-326.95303,-245.95303,-225.95303,-120.95303,-384.95303,-8.95303,-171.95303,-94.95303,-323.95303,-326.95303,-208.95303,-215.95303,-372.95303,-36.95303,-93.95303
-154.14794,-208.14794,-96.14794,23.85206,25.85206,-217.14794,22.85206,-282.14794,-286.14794,-282.14794,-350.14794,-18.14794,-195.14794,-79.14794,-42.14794,-6.14794,-278.14794,32.85206,0.85206,-122.14794,22.85206,-191.14794,-204.14794,25.85206,1.85206,-253.14794,-323.14794,-210.14794,-306.14794,-336.14794,-103.14794,-7.14794,-203.14794,-150.14794,-172.14794,-174.14794,37.85206,29.85206,-43.14794,-210.14794,-316.14794,-59.14794,5.85206,5.85206,-233.14794,-284.14794,-93.14794,-248.14794,-60.14794,-283.14794
-220.21107,-204.21107,-22.21107,-358.21107,-169.21107,-186.21107,-147.21107,-247.21107,-206.21107,-294.21107,-212.21107,-281.21107,-78.21107,-178.21107,-24.21107,-301.21107,-154.21107,20.78893,-124.21107,-374.21107,-355.21107,-19.21107,-310.21107,-265.21107,-202.21107,-36.21107,-5.21107,-11.21107,-315.21107,-74.21107,-274.21107,-320.21107,-355.21107,-243.21107,-326.21107,-29.21107,-224.21107,-171.21107,-152.21107,-341.21107,-306.21107,-30.21107,-139.21107,-342.21107,-66.21107,-96.21107,-172.21107,-87.21107,-371.21107,-318.21107
-178,-154,-265,-197,-9,-290,-109,-14,-310,-281,-84,-376,-356,-120,-203,-99,-343,-102,-50,-23,-178,-112,-368,-12,-304,-9,-53,-383,-146,-165,-239,-388,-324,-22,-89,-175,-375,-397,-360,-277,-286,-164,-258,-25,-257,-36,-251,-276,-255,-258
-159.92309,-227.92309,-436.92309,-224.92309,-303.92309,-136.92309,-57.92309,-100.92309,-240.92309,-261.92309,-104.92309,-409.92309,-182.92309,-273.92309,-86.92309,-339.92309,-75.92309,-86.92309,-363.92309,-416.92309,-394.92309,-180.92309,-348.92309,-141.92309,-223.92309,-360.92309,-68.92309,-211.92309,-128.92309,-280.92309,-281.92309,-260.92309,-324.92309,-275.92309,-195.92309,-77.92309,-396.92309,-280.92309,-242.92309,-370.92309,-184.92309,-364.92309,-272.92309,-187.92309,-122.92309,-231.92309,-391.92309,-365.92309,-189.92309,-88.92309
-345.75299,-200.75299,-239.75299,-219.75299,-331.75299,-283.75299,-431.75299,-191.75299,-105.75299,-187.75299,-476.75299,-360.75299,-305.75299,-469.75299,-396.75299,-430.75299,-300.75299,-492.75299,-490.75299,-200.75299,-271.75299,-249.75299,-136.75299,-96.75299,-205.75299,-335.75299,-112.75299,-490.75299,-432.75299,-103.75299,-434.75299,-118.75299,-119.75299,-94.75299,-210.75299,-441.75299,-485.75299,-239.75299,-385.75299,-392.75299,-360.75299,-394.75299,-330.75299,-490.75299,-260.75299,-342.75299,-170.75299,-104.75299,-449.75299,-296.75299
-350.24233,-387.24233,-327.24233,-48.24233,-113.24233,-320.24233,-132.24233,-292.24233,-354.24233,-352.24233,-52.24233,-136.24233,-74.24233,-381.24233,-132.24233,-368.24233,-404.24233,-56.24233,-200.24233,-113.24233,-344.24233,-135.24233,-112.24233,-76.24233,-49.24233,-272.24233,-128.24233,-162.24233,-273.24233,-346.24233,-361.24233,-92.24233,-89.24233,-174.24233,-292.24233,-189.24233,-195.24233,-369.24233,-409.24233,-191.24233,-350.24233,-144.24233,-268.24233,-202.24233,-130.24233,-59.24233,-341.24233,-107.24233,-247.24233,-117.24233
-379.67583,-247.67583,-216.67583,-263.67583,-103.67583,-49.67583,-231.67583,-207.67583,-351.67583,-107.67583,-226.67583,-125.67583,-172.67583,-196.67583,-222.67583,-341.67583,-260.67583,-257.67583,-72.67583,-132.67583,-243.67583,-307.67583,-282.67583,-143.67583,-23.67583,-128.67583,-170.67583,-204.67583,-162.67583,-7.67583,-136.67583,-24.67583,-246.67583,-105.67583,-133.67583,-121.67583,-192.67583,-190.67583,-65.67583,-237.67583,-253.67583,-25.67583,-132.67583,-278.67583,-167.67583,-295.67583,-301.67583,-81.67583,-122.67583,-314.67583
16.67122,-223.32878,-133.32878,-184.32878,-272.32878,-168.32878,16.67122,-214.32878,-211.32878,-228.32878,-253.32878,-126.32878,-305.32878,17.67122,-141.32878,-118.32878,-147.32878,-285.32878,-193.32878,-233.32878,-32.32878,-153.32878,-33.32878,-98.32878,-5.32878,-69.32878,-81.32878,-366.32878,-63.32878,-50.32878,-126.32878,-346.32878,-31.32878,-294.32878,-371.32878,-156.32878,-363.32878,-120.32878,-28.32878,-191.32878,-223.32878,-177.32878,-149.32878,-362.32878,-192.32878,-33.32878,-42.32878,-229.32878,-3.32878,-39.32878
-31.92853,-330.92853,-150.92853,-14.92853,-107.92853,-97.92853,-133.92853,5.07147,-299.92853,-202.92853,-330.92853,-85.92853,-1.92853,-334.92853,15.07147,-186.92853,-360.92853,14.07147,22.07147,-62.92853,29.07147,-316.92853,-191.92853,-298.92853,-180.92853,-289.92853,-158.92853,-14.92853,-242.92853,-148.92853,-266.92853,-261.92853,-264.92853,-68.92853,-225.92853,-331.92853,-206.92853,-262.92853,-290.92853,-167.92853,-200.92853,-334.92853,-39.92853,-23.92853,-328.92853,-175.92853,-82.92853,-45.92853,-215.92853,-194.92853
